Running analysis with 1 processes, domains = [], scorer = WidthScorer, timemout = 480
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 409, Remaining: 410
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 410, Remaining: 411
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 410, Remaining: 411
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 411, Remaining: 412
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 412, Remaining: 413
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 412, Remaining: 413
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 413, Remaining: 414
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 414, Remaining: 415
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 414, Remaining: 415
Safe_volume: 0.0000% |                              | Time: 00:21 s, Done: 415, Remaining: 416
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 416, Remaining: 417
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 416, Remaining: 417
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 417, Remaining: 418
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 418, Remaining: 419
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 418, Remaining: 419
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 419, Remaining: 420
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 420, Remaining: 421
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 420, Remaining: 421
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 421, Remaining: 422
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 422, Remaining: 423
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 422, Remaining: 423
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 423, Remaining: 424
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 424, Remaining: 425
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 424, Remaining: 425
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 425, Remaining: 426
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 426, Remaining: 427
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 426, Remaining: 427
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 427, Remaining: 428
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 428, Remaining: 429
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 428, Remaining: 429
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 429, Remaining: 430
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 430, Remaining: 431
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 430, Remaining: 431
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 431, Remaining: 432
Safe_volume: 0.0000% |                              | Time: 00:22 s, Done: 432, Remaining: 433
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 432, Remaining: 433
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 433, Remaining: 434
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 434, Remaining: 435
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 434, Remaining: 435
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 435, Remaining: 436
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 436, Remaining: 437
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 436, Remaining: 437
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 437, Remaining: 438
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 438, Remaining: 439
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 439, Remaining: 440
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 439, Remaining: 440
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 440, Remaining: 441
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 441, Remaining: 442
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 442, Remaining: 443
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 442, Remaining: 443
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 443, Remaining: 444
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 444, Remaining: 445
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 445, Remaining: 446
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 445, Remaining: 446
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 446, Remaining: 447
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 447, Remaining: 448
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 447, Remaining: 448
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 448, Remaining: 449
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 449, Remaining: 450
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 449, Remaining: 450
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 450, Remaining: 451
Safe_volume: 0.0000% |                              | Time: 00:23 s, Done: 451, Remaining: 452
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 451, Remaining: 452
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 452, Remaining: 453
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 453, Remaining: 454
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 453, Remaining: 454
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 454, Remaining: 455
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 455, Remaining: 456
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 456, Remaining: 457
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 456, Remaining: 457
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 457, Remaining: 458
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 458, Remaining: 459
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 459, Remaining: 460
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 459, Remaining: 460
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 460, Remaining: 461
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 461, Remaining: 462
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 461, Remaining: 462
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 462, Remaining: 463
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 463, Remaining: 464
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 463, Remaining: 464
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 464, Remaining: 465
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 465, Remaining: 466
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 465, Remaining: 466
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 466, Remaining: 467
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 467, Remaining: 468
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 467, Remaining: 468
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 468, Remaining: 469
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 469, Remaining: 470
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 469, Remaining: 470
Safe_volume: 0.0000% |                              | Time: 00:24 s, Done: 470, Remaining: 471
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 471, Remaining: 472
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 471, Remaining: 472
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 472, Remaining: 473
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 473, Remaining: 474
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 473, Remaining: 474
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 474, Remaining: 475
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 475, Remaining: 476
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 475, Remaining: 476
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 476, Remaining: 477
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 477, Remaining: 478
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 477, Remaining: 478
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 478, Remaining: 479
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 479, Remaining: 480
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 479, Remaining: 480
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 480, Remaining: 481
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 481, Remaining: 482
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 481, Remaining: 482
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 482, Remaining: 483
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 483, Remaining: 484
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 483, Remaining: 484
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 484, Remaining: 485
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 485, Remaining: 486
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 486, Remaining: 487
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 486, Remaining: 487
Safe_volume: 0.0000% |                              | Time: 00:25 s, Done: 487, Remaining: 488
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 488, Remaining: 489
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 488, Remaining: 489
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 489, Remaining: 490
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 490, Remaining: 491
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 491, Remaining: 492
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 491, Remaining: 492
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 492, Remaining: 493
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 493, Remaining: 494
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 494, Remaining: 495
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 494, Remaining: 495
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 495, Remaining: 496
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 496, Remaining: 497
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 497, Remaining: 498
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 497, Remaining: 498
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 498, Remaining: 499
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 499, Remaining: 500
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 499, Remaining: 500
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 500, Remaining: 501
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 501, Remaining: 502
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 501, Remaining: 502
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 502, Remaining: 503
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 503, Remaining: 504
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 503, Remaining: 504
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 504, Remaining: 505
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 505, Remaining: 506
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 505, Remaining: 506
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 506, Remaining: 507
Safe_volume: 0.0000% |                              | Time: 00:26 s, Done: 507, Remaining: 508
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 508, Remaining: 509
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 508, Remaining: 509
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 509, Remaining: 510
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 510, Remaining: 511
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 511, Remaining: 512
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 511, Remaining: 512
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 512, Remaining: 513
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 513, Remaining: 514
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 513, Remaining: 514
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 514, Remaining: 515
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 515, Remaining: 516
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 515, Remaining: 516
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 516, Remaining: 517
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 517, Remaining: 518
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 517, Remaining: 518
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 518, Remaining: 519
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 519, Remaining: 520
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 519, Remaining: 520
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 520, Remaining: 521
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 521, Remaining: 522
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 521, Remaining: 522
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 522, Remaining: 523
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 523, Remaining: 524
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 523, Remaining: 524
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 524, Remaining: 525
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 525, Remaining: 526
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 525, Remaining: 526
Safe_volume: 0.0000% |                              | Time: 00:27 s, Done: 526, Remaining: 527
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 527, Remaining: 528
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 527, Remaining: 528
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 528, Remaining: 529
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 529, Remaining: 530
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 529, Remaining: 530
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 530, Remaining: 531
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 531, Remaining: 532
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 531, Remaining: 532
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 532, Remaining: 533
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 533, Remaining: 534
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 533, Remaining: 534
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 534, Remaining: 535
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 535, Remaining: 536
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 535, Remaining: 536
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 536, Remaining: 537
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 537, Remaining: 538
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 537, Remaining: 538
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 538, Remaining: 539
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 539, Remaining: 540
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 540, Remaining: 541
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 540, Remaining: 541
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 541, Remaining: 542
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 542, Remaining: 543
Safe_volume: 0.0000% |                              | Time: 00:28 s, Done: 543, Remaining: 544
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 543, Remaining: 544
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 544, Remaining: 545
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 545, Remaining: 546
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 545, Remaining: 546
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 546, Remaining: 547
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 547, Remaining: 548
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 547, Remaining: 548
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 548, Remaining: 549
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 549, Remaining: 550
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 549, Remaining: 550
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 550, Remaining: 551
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 551, Remaining: 552
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 551, Remaining: 552
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 552, Remaining: 553
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 553, Remaining: 554
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 553, Remaining: 554
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 554, Remaining: 555
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 555, Remaining: 556
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 556, Remaining: 557
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 556, Remaining: 557
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 557, Remaining: 558
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 558, Remaining: 559
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 559, Remaining: 560
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 559, Remaining: 560
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 560, Remaining: 561
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 561, Remaining: 562
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 561, Remaining: 562
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 562, Remaining: 563
Safe_volume: 0.0000% |                              | Time: 00:29 s, Done: 563, Remaining: 564
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 563, Remaining: 564
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 564, Remaining: 565
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 565, Remaining: 566
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 565, Remaining: 566
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 566, Remaining: 567
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 567, Remaining: 568
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 567, Remaining: 568
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 568, Remaining: 569
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 569, Remaining: 570
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 569, Remaining: 570
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 570, Remaining: 571
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 571, Remaining: 572
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 571, Remaining: 572
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 572, Remaining: 573
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 573, Remaining: 574
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 573, Remaining: 574
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 574, Remaining: 575
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 575, Remaining: 576
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 575, Remaining: 576
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 576, Remaining: 577
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 577, Remaining: 578
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 577, Remaining: 578
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 578, Remaining: 579
Safe_volume: 0.0000% |                              | Time: 00:30 s, Done: 579, Remaining: 580
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 579, Remaining: 580
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 580, Remaining: 581
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 581, Remaining: 582
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 581, Remaining: 582
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 582, Remaining: 583
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 583, Remaining: 584
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 583, Remaining: 584
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 584, Remaining: 585
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 585, Remaining: 586
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 586, Remaining: 587
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 586, Remaining: 587
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 587, Remaining: 588
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 588, Remaining: 589
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 588, Remaining: 589
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 589, Remaining: 590
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 590, Remaining: 591
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 590, Remaining: 591
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 591, Remaining: 592
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 592, Remaining: 593
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 592, Remaining: 593
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 593, Remaining: 594
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 594, Remaining: 595
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 594, Remaining: 595
Safe_volume: 0.0000% |                              | Time: 00:31 s, Done: 595, Remaining: 596
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 596, Remaining: 597
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 596, Remaining: 597
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 597, Remaining: 598
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 598, Remaining: 599
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 598, Remaining: 599
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 599, Remaining: 600
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 600, Remaining: 601
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 601, Remaining: 602
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 601, Remaining: 602
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 602, Remaining: 603
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 603, Remaining: 604
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 604, Remaining: 605
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 604, Remaining: 605
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 605, Remaining: 606
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 606, Remaining: 607
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 607, Remaining: 608
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 607, Remaining: 608
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 608, Remaining: 609
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 609, Remaining: 610
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 610, Remaining: 611
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 610, Remaining: 611
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 611, Remaining: 612
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 612, Remaining: 613
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 612, Remaining: 613
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 613, Remaining: 614
Safe_volume: 0.0000% |                              | Time: 00:32 s, Done: 614, Remaining: 615
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 614, Remaining: 615
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 615, Remaining: 616
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 616, Remaining: 617
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 617, Remaining: 618
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 617, Remaining: 618
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 618, Remaining: 619
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 619, Remaining: 620
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 619, Remaining: 620
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 620, Remaining: 621
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 620, Remaining: 621
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 621, Remaining: 622
Safe_volume: 0.0000% |                              | Time: 00:33 s, Done: 622, Remaining: 623
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 622, Remaining: 623
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 623, Remaining: 624
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 624, Remaining: 625
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 624, Remaining: 625
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 625, Remaining: 626
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 626, Remaining: 627
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 626, Remaining: 627
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 627, Remaining: 628
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 628, Remaining: 629
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 628, Remaining: 629
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 629, Remaining: 630
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 630, Remaining: 631
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 630, Remaining: 631
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 631, Remaining: 632
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 632, Remaining: 633
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 632, Remaining: 633
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 633, Remaining: 634
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 634, Remaining: 635
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 634, Remaining: 635
Safe_volume: 0.0000% |                              | Time: 00:34 s, Done: 635, Remaining: 636
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 636, Remaining: 637
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 636, Remaining: 637
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 637, Remaining: 638
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 638, Remaining: 639
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 638, Remaining: 639
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 639, Remaining: 640
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 640, Remaining: 641
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 640, Remaining: 641
Safe_volume: 0.0000% |                              | Time: 00:35 s, Done: 641, Remaining: 642
