[2026-05-28 12:01:23] === NNV STRICT sweep start — patch verified, NNV_STRICT_NO_HELPER=1
[2026-05-28 22:58:37] [safenlp_2024] 870/1080 sat=0 unsat=120 timeout=731 unknown=0 unsupported=0 err=4 resumed=15
[2026-05-28 23:01:58] [safenlp_2024] 875/1080 sat=0 unsat=121 timeout=734 unknown=0 unsupported=0 err=5 resumed=15
[2026-05-28 23:05:33] [safenlp_2024] 880/1080 sat=0 unsat=122 timeout=738 unknown=0 unsupported=0 err=5 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 3908406 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 23:09:34] [safenlp_2024] 885/1080 sat=0 unsat=123 timeout=741 unknown=0 unsupported=0 err=6 resumed=15
[2026-05-28 23:13:55] [safenlp_2024] 890/1080 sat=0 unsat=123 timeout=745 unknown=0 unsupported=0 err=7 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 4074633 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 23:18:04] [safenlp_2024] 895/1080 sat=0 unsat=124 timeout=749 unknown=0 unsupported=0 err=7 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 4103221 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 4127436 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 23:22:26] [safenlp_2024] 900/1080 sat=0 unsat=124 timeout=753 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:26:49] [safenlp_2024] 905/1080 sat=0 unsat=124 timeout=758 unknown=0 unsupported=0 err=8 resumed=15
scripts/run_nnv_strict_vnncomp2025.sh: line 153: 29743 Killed                  NNV_STRICT_NO_HELPER=1 timeout --kill-after=10 "${KILL_AT}s" "$MATLAB_BIN" -nodisplay -nosplash -batch "addpath('$SCRIPTS_DIR'); nnv_strict_run_one('$CAT','$ONNX','$VNNLIB','$OUT');" > "$LOG" 2>&1
[2026-05-28 23:30:24] [safenlp_2024] 910/1080 sat=0 unsat=126 timeout=761 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:33:49] [safenlp_2024] 915/1080 sat=0 unsat=128 timeout=764 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:38:14] [safenlp_2024] 920/1080 sat=0 unsat=129 timeout=768 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:42:48] [safenlp_2024] 925/1080 sat=0 unsat=129 timeout=773 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:46:59] [safenlp_2024] 930/1080 sat=0 unsat=129 timeout=778 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:51:09] [safenlp_2024] 935/1080 sat=0 unsat=129 timeout=783 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:54:42] [safenlp_2024] 940/1080 sat=0 unsat=130 timeout=787 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-28 23:58:15] [safenlp_2024] 945/1080 sat=0 unsat=131 timeout=791 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:02:26] [safenlp_2024] 950/1080 sat=0 unsat=131 timeout=796 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:06:37] [safenlp_2024] 955/1080 sat=0 unsat=131 timeout=801 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:09:31] [safenlp_2024] 960/1080 sat=0 unsat=133 timeout=804 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:12:28] [safenlp_2024] 965/1080 sat=0 unsat=135 timeout=807 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:16:00] [safenlp_2024] 970/1080 sat=0 unsat=136 timeout=811 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:20:11] [safenlp_2024] 975/1080 sat=0 unsat=136 timeout=816 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:24:22] [safenlp_2024] 980/1080 sat=0 unsat=136 timeout=821 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:27:17] [safenlp_2024] 985/1080 sat=0 unsat=138 timeout=824 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:31:27] [safenlp_2024] 990/1080 sat=0 unsat=138 timeout=829 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:35:01] [safenlp_2024] 995/1080 sat=0 unsat=139 timeout=833 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:38:33] [safenlp_2024] 1000/1080 sat=0 unsat=140 timeout=837 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:41:29] [safenlp_2024] 1005/1080 sat=0 unsat=142 timeout=840 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:45:40] [safenlp_2024] 1010/1080 sat=0 unsat=142 timeout=845 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:49:14] [safenlp_2024] 1015/1080 sat=0 unsat=143 timeout=849 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:53:25] [safenlp_2024] 1020/1080 sat=0 unsat=143 timeout=854 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 00:57:36] [safenlp_2024] 1025/1080 sat=0 unsat=143 timeout=859 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:01:46] [safenlp_2024] 1030/1080 sat=0 unsat=143 timeout=864 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:05:18] [safenlp_2024] 1035/1080 sat=0 unsat=144 timeout=868 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:08:14] [safenlp_2024] 1040/1080 sat=0 unsat=146 timeout=871 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:12:25] [safenlp_2024] 1045/1080 sat=0 unsat=146 timeout=876 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:16:36] [safenlp_2024] 1050/1080 sat=0 unsat=146 timeout=881 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:20:10] [safenlp_2024] 1055/1080 sat=0 unsat=147 timeout=885 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:24:21] [safenlp_2024] 1060/1080 sat=0 unsat=147 timeout=890 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:27:54] [safenlp_2024] 1065/1080 sat=0 unsat=148 timeout=894 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:31:27] [safenlp_2024] 1070/1080 sat=0 unsat=149 timeout=898 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:35:38] [safenlp_2024] 1075/1080 sat=0 unsat=149 timeout=903 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:39:48] [safenlp_2024] 1080/1080 sat=0 unsat=149 timeout=908 unknown=0 unsupported=0 err=8 resumed=15
[2026-05-29 01:39:48] [safenlp_2024] DONE — total=1080 new=1065 resumed=15 sat=0 unsat=149 timeout=908 unknown=0 unsupported=0 err=8
[2026-05-29 01:39:48] === NNV STRICT sweep complete
