[2026-05-28 12:01:23] === NNV STRICT sweep start — patch verified, NNV_STRICT_NO_HELPER=1
[2026-05-28 23:43:51] [cifar100_2024] 20/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=20 err=0 resumed=0
[2026-05-28 23:44:54] [cifar100_2024] 25/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=25 err=0 resumed=0
[2026-05-28 23:45:59] [cifar100_2024] 30/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=30 err=0 resumed=0
[2026-05-28 23:47:04] [cifar100_2024] 35/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=35 err=0 resumed=0
[2026-05-28 23:48:11] [cifar100_2024] 40/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=40 err=0 resumed=0
[2026-05-28 23:49:17] [cifar100_2024] 45/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=45 err=0 resumed=0
[2026-05-28 23:50:23] [cifar100_2024] 50/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=50 err=0 resumed=0
[2026-05-28 23:51:29] [cifar100_2024] 55/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=55 err=0 resumed=0
[2026-05-28 23:52:36] [cifar100_2024] 60/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=60 err=0 resumed=0
[2026-05-28 23:53:41] [cifar100_2024] 65/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=65 err=0 resumed=0
[2026-05-28 23:54:47] [cifar100_2024] 70/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=70 err=0 resumed=0
[2026-05-28 23:55:51] [cifar100_2024] 75/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=75 err=0 resumed=0
[2026-05-28 23:56:58] [cifar100_2024] 80/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=80 err=0 resumed=0
[2026-05-28 23:58:05] [cifar100_2024] 85/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=85 err=0 resumed=0
[2026-05-28 23:59:11] [cifar100_2024] 90/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=90 err=0 resumed=0
[2026-05-29 00:00:18] [cifar100_2024] 95/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=95 err=0 resumed=0
[2026-05-29 00:01:25] [cifar100_2024] 100/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=100 err=0 resumed=0
[2026-05-29 00:02:28] [cifar100_2024] 105/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=105 err=0 resumed=0
[2026-05-29 00:03:32] [cifar100_2024] 110/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=110 err=0 resumed=0
[2026-05-29 00:04:40] [cifar100_2024] 115/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=115 err=0 resumed=0
[2026-05-29 00:05:47] [cifar100_2024] 120/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=120 err=0 resumed=0
[2026-05-29 00:06:54] [cifar100_2024] 125/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=125 err=0 resumed=0
[2026-05-29 00:07:59] [cifar100_2024] 130/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=130 err=0 resumed=0
[2026-05-29 00:09:06] [cifar100_2024] 135/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=135 err=0 resumed=0
[2026-05-29 00:10:15] [cifar100_2024] 140/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=140 err=0 resumed=0
[2026-05-29 00:11:25] [cifar100_2024] 145/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=145 err=0 resumed=0
[2026-05-29 00:12:31] [cifar100_2024] 150/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=150 err=0 resumed=0
[2026-05-29 00:13:32] [cifar100_2024] 155/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=155 err=0 resumed=0
[2026-05-29 00:14:37] [cifar100_2024] 160/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=160 err=0 resumed=0
[2026-05-29 00:15:45] [cifar100_2024] 165/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=165 err=0 resumed=0
[2026-05-29 00:16:52] [cifar100_2024] 170/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=170 err=0 resumed=0
[2026-05-29 00:17:55] [cifar100_2024] 175/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=175 err=0 resumed=0
[2026-05-29 00:19:01] [cifar100_2024] 180/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=180 err=0 resumed=0
[2026-05-29 00:20:08] [cifar100_2024] 185/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=185 err=0 resumed=0
[2026-05-29 00:21:13] [cifar100_2024] 190/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=190 err=0 resumed=0
[2026-05-29 00:22:19] [cifar100_2024] 195/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=195 err=0 resumed=0
[2026-05-29 00:23:23] [cifar100_2024] 200/200 sat=0 unsat=0 timeout=0 unknown=0 unsupported=200 err=0 resumed=0
[2026-05-29 00:23:23] [cifar100_2024] DONE — total=200 new=200 resumed=0 sat=0 unsat=0 timeout=0 unknown=0 unsupported=200 err=0
[2026-05-29 00:23:23] [vggnet16_2022] instances=18
[2026-05-29 00:25:13] [vggnet16_2022] 5/18 sat=0 unsat=0 timeout=0 unknown=0 unsupported=5 err=0 resumed=0
[2026-05-29 00:27:00] [vggnet16_2022] 10/18 sat=0 unsat=0 timeout=0 unknown=0 unsupported=10 err=0 resumed=0
[2026-05-29 00:28:46] [vggnet16_2022] 15/18 sat=0 unsat=0 timeout=0 unknown=0 unsupported=15 err=0 resumed=0
[2026-05-29 00:29:50] [vggnet16_2022] 18/18 sat=0 unsat=0 timeout=0 unknown=0 unsupported=18 err=0 resumed=0
[2026-05-29 00:29:50] [vggnet16_2022] DONE — total=18 new=18 resumed=0 sat=0 unsat=0 timeout=0 unknown=0 unsupported=18 err=0
[2026-05-29 00:29:50] [collins_aerospace_benchmark] instances=6
[2026-05-29 00:31:17] [collins_aerospace_benchmark] 5/6 sat=0 unsat=0 timeout=0 unknown=0 unsupported=0 err=5 resumed=0
[2026-05-29 00:31:31] [collins_aerospace_benchmark] 6/6 sat=0 unsat=0 timeout=0 unknown=0 unsupported=0 err=6 resumed=0
[2026-05-29 00:31:31] [collins_aerospace_benchmark] DONE — total=6 new=6 resumed=0 sat=0 unsat=0 timeout=0 unknown=0 unsupported=0 err=6
[2026-05-29 00:31:31] === NNV STRICT sweep complete
